lactkey,Farm,Breed,CalveDate,CalveMonth,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
3919098,R, H, 2006-04-25,4, 1, 61.6, 26.4, -0.5, 0.002, 9, 11.8, 13333, 60.6, 51.98, 36, 59.5, 65, 57.2, 94, 53.6, 127, 53.6, 164, 42.2, 198, 37.2, 225, 32.2, 260, 40.4, 296, 2.7 ,,
3919101,R, H, 2006-04-24,4, 1, 47.1, 36.6, -0.5, -0, 10, 10.3, 13529, 0, 23.88, 5, 15, 37, 26.8, 66, 47.2, 95, 19.1, 128, 45.9, 165, 48.6, 199, 52.2, 226, 48.1, 261, 50.4, 297, 41.8 
3919119,R, H, 2006-05-11,5, 1, 45.9, 36.6, -0.5, 0.0002, 9, 3.3, 12759, 157.8, 44.33, 20, 29.1, 49, 38.1, 78, 38.1, 111, 39.5, 148, 43.6, 182, 40, 209, 47.2, 244, 45.4, 280, 46.8 ,,
3919123,R, H, 2006-05-09,5, 1, 43.1, 36.1, -0.5, 0.0002, 9, 3.1, 11869, 146.8, 41.23, 22, 29.1, 51, 35.9, 80, 35.9, 113, 47.2, 150, 42.2, 184, 38.6, 211, 43.6, 246, 43.1, 282, 39 ,,
3919127,R, H, 2006-05-05,5, 1, 41.2, 31, -0.5, 0.0023, 9, 7.1, 8438, 62, 33.39, 26, 36.8, 55, 25.4, 84, 30.4, 117, 31.8, 154, 28.1, 188, 32.2, 215, 33.6, 250, 27.7, 286, 6.4 ,,
3919129,R, H, 2006-05-07,5, 1, 49.9, 33.9, -0.5, 0.0005, 9, 4.1, 13166, 111.8, 46.11, 24, 31.3, 53, 44.5, 82, 49.5, 115, 44.5, 152, 46.3, 186, 45.9, 213, 48.1, 248, 48.1, 284, 35 ,,
3919141,S, H, 2006-10-20,10, 7, 62.5, 42.2, 0, 0.0013, 9, 3.9, 14514, 96.4, 52.5, 20, 40, 47, 44.5, 82, 45.4, 118, 53.6, 152, 53.6, 180, 53.6, 211, 42.2, 242, 48.1, 277, 42.2 ,,
3919142,R, H, 2006-05-18,5, 1, 55.6, 27.1, -0.5, 0.001, 9, 15.7, 13869, 79.2, 50.05, 13, 33.6, 42, 49.5, 71, 58.6, 104, 58.6, 141, 30.9, 175, 5, 202, 47.2, 237, 41.8, 273, 44.5 ,,
3919163,S, H, 2006-09-15,9, 5, 78.2, 38, 0, 0.0021, 9, 8.6, 16230, 72.9, 62.24, 21, 51.3, 55, 55.8, 82, 73.1, 117, 55.4, 153, 54.9, 187, 49.5, 215, 65.4, 246, 50.8, 277, 29.1 ,,
3919177,S, H, 2006-09-04,9, 5, 76.9, 39.6, 0, 0.0003, 9, 7, 20924, 152.5, 72.97, 32, 61.7, 66, 58.6, 93, 76.7, 128, 68.1, 164, 69, 198, 74.5, 226, 74.5, 257, 61.3, 288, 83.5 ,,
3919191,S, H, 2006-09-29,9, 5, 53.5, 42.1, 0, 0.0007, 10, 11.2, 13583, 121.4, 47.83, 7, 28.1, 41, 25, 68, 47.2, 103, 51.8, 139, 53.6, 173, 52.2, 201, 20.9, 232, 50.8, 263, 48.1, 298, 30.4 
3919256,S, H, 2006-10-13,10, 6, 62.5, 39.5, 0, 0.0018, 9, 5.1, 13467, 79.5, 50.53, 27, 48.6, 54, 43.6, 89, 46.8, 125, 57.2, 159, 41.8, 187, 49.5, 218, 47.2, 249, 37.7, 284, 33.1 ,,
3919346,S, H, 2006-09-22,9, 5, 79.1, 38.4, 0, 0.0023, 10, 11.8, 15811, 69.2, 61.72, 14, 44.9, 48, 57.2, 75, 64.5, 110, 68.1, 146, 57.2, 180, 54.9, 208, 45.4, 239, 42.2, 270, 37.7, 305, 3.6 
3919406,S, X, 2006-10-01,10, 5, 78.2, 34.8, 0, 0.0013, 10, 5.1, 18226, 84.1, 66.76, 5, 35.9, 39, 60.8, 66, 64.5, 101, 77.2, 137, 64, 171, 62.7, 199, 64, 230, 58.6, 261, 48.1, 296, 50.8 
3919422,S, H, 2006-10-23,10, 5, 69.2, 42.2, 0, 0.0011, 9, 7.6, 16433, 101.6, 58.96, 17, 28.6, 44, 66.7, 79, 50.4, 115, 61.3, 149, 57.2, 177, 59.9, 208, 55.8, 239, 51.8, 274, 50.8 ,,
3919711,R, H, 2006-05-15,5, 1, 41.9, 32.8, -0.5, 0.0025, 8, 5.8, 8298, 61.4, 33.21, 37, 28.1, 71, 30, 98, 38.6, 133, 34, 169, 36.3, 203, 25, 231, 19.5, 262, 12.7 ,,,,
4013637,T, H, 2005-11-29,11, 2, 51, 24.1, -0.8, 0.0017, 10, 3.5, 11597, 61, 44.31, 6, 30, 41, 42.2, 69, 40, 97, 45.4, 124, 42.2, 159, 44.9, 188, 40, 216, 38.1, 251, 28.6, 279, 27.7 
4013676,T, H, 2005-10-27,10, 5, 55.7, 30.5, 0, 0.0022, 10, 4.2, 11623, 63.7, 45.56, 11, 32.7, 39, 40.9, 75, 52.7, 102, 45.4, 131, 48.1, 157, 32.7, 192, 34.5, 221, 31.8, 249, 34.5, 284, 30.4 
4014045,T, H, 2005-12-09,12, 3, 62.8, 9.5, 0, 0.0025, 10, 5.5, 13159, 29.4, 57.12, 32, 58.1, 59, 55.4, 88, 49.9, 114, 43.6, 149, 52.7, 178, 30, 206, 38.1, 241, 30, 268, 40.9, 305, 29.1 
4014049,T, H, 2006-02-19,2, 8, 60.3, 33.6, 0, 0.0035, 9, 7.3, 10404, 52.5, 44.98, 16, 41.8, 42, 43.6, 77, 39, 106, 38.1, 134, 44.5, 169, 32.7, 196, 34.5, 233, 38.1, 286, 6.4 ,,
4014054,T, H, 2005-12-07,12, 2, 60.2, 24.1, -0.8, 0.0033, 9, 3.9, 10897, 45.4, 48, 34, 45.4, 61, 45.4, 90, 42.7, 116, 47.2, 151, 37.2, 180, 36.3, 208, 34.5, 243, 20.9, 270, 20 ,,
4014056,T, H, 2005-10-28,10, 2, 47.1, 23.3, -0.8, 0.0013, 10, 2.8, 11239, 64.6, 41.85, 10, 34.5, 38, 36.3, 74, 45.4, 101, 36.3, 130, 41.8, 156, 36.3, 191, 39, 220, 36.3, 248, 34.5, 283, 30.9 
4014058,T, H, 2005-12-29,12, 2, 55.4, 22.6, -0.8, 0.0027, 10, 4, 10894, 48, 45.8, 12, 35.4, 39, 45.4, 68, 53.6, 94, 40.9, 129, 30.9, 158, 35.4, 186, 36.3, 221, 31.8, 248, 28.1, 285, 24.5 
4014083,T, H, 2005-11-10,11, 4, 55.9, 36.3, 0, 0.002, 10, 3.7, 11777, 72.5, 45.06, 25, 35.4, 61, 43.6, 88, 49.9, 117, 49, 143, 40, 178, 38.1, 207, 32.7, 235, 40, 270, 29.1, 297, 30 
4014124,T, H, 2005-11-30,11, 3, 52.5, 10.9, 0, 0.0021, 10, 6.2, 11551, 34, 47.82, 5, 35.4, 41, 51.8, 68, 49.9, 97, 27.2, 123, 41.8, 158, 35.4, 187, 40.9, 215, 40.9, 250, 31.8, 277, 25.4 
4014126,T, H, 2005-12-12,12, 4, 52.6, 32, 0, 0.0019, 10, 3.1, 11360, 69.5, 43.46, 29, 40, 56, 43.6, 85, 40, 111, 45.4, 146, 40.9, 175, 40.9, 203, 30, 238, 31.8, 265, 30.9, 302, 34.5 
4014179,T, H, 2005-10-29,10, 5, 53.5, 9.9, 0, 0.0022, 10, 3.8, 11574, 31.2, 48.82, 9, 42.7, 37, 47.2, 73, 45.4, 100, 47.2, 129, 39, 155, 42.7, 190, 36.3, 219, 31.8, 247, 32.7, 282, 19.1 
4014192,T, H, 2006-01-31,1, 2, 54.6, 23.4, -0.8, 0.0031, 10, 4.2, 10201, 46.3, 44.15, 6, 34.5, 35, 41.8, 61, 43.6, 96, 39, 125, 37.2, 153, 39, 188, 35.4, 215, 29.1, 252, 14.5, 305, 23.6 
4014266,T, H, 2006-02-25,2, 2, 52.9, 22.8, -0.8, 0.0022, 9, 2.8, 11113, 52.4, 44.75, 8, 38.1, 36, 40.9, 71, 44.5, 99, 38.6, 128, 40.9, 163, 37.2, 191, 38.6, 226, 33.1, 280, 24.5 ,,
4014319,T, H, 2005-09-19,9, 3, 45.6, 42.2, 0, 0.0008, 10, 5.8, 11306, 112.9, 40.06, 14, 25, 48, 27.7, 77, 42.2, 112, 41.3, 140, 27.2, 168, 40, 195, 36.8, 230, 43.1, 259, 42.2, 287, 34.5 
4014386,T, H, 2005-11-17,11, 3, 52.7, 12.2, 0, 0.0028, 10, 1.9, 10403, 32.9, 46.35, 17, 44.5, 52, 46.3, 80, 39, 108, 39.5, 136, 33.6, 171, 32.2, 199, 27.7, 231, 28.1, 263, 24.1, 290, 26.8 
4014398,T, H, 2006-01-27,1, 3, 54.9, 18.9, 0, 0.0034, 9, 2.4, 9865, 39.8, 44.94, 9, 38.6, 37, 42.2, 65, 43.6, 100, 39.5, 128, 35.9, 160, 35, 192, 23.6, 219, 23.6, 256, 24.5 ,,
4014405,T, H, 2005-09-22,9, 2, 38.6, 22.1, -0.8, 0.0017, 10, 1.7, 8746, 57.2, 33.7, 10, 25.9, 45, 36.3, 73, 33.6, 108, 29.1, 136, 27.7, 164, 29.5, 192, 28.1, 227, 25.9, 255, 25, 287, 25.9 
4014431,T, H, 2005-12-17,12, 5, 61.6, 19.3, 0, 0.0022, 10, 1.9, 13054, 48.3, 53.07, 22, 49.9, 50, 53.6, 78, 48.6, 106, 48.1, 141, 46.8, 169, 42.7, 201, 43.1, 233, 33.6, 260, 35.4, 297, 31.3 
4014438,T, H, 2005-12-24,12, 3, 53.5, 42.3, 0, 0.0025, 10, 4.6, 10420, 70.6, 40.69, 15, 24.5, 43, 36.8, 71, 35.9, 99, 33.6, 134, 35, 162, 38.6, 194, 35.4, 226, 33.6, 253, 34.5, 290, 27.2 
4014440,T, H, 2005-12-01,12, 2, 52.1, 21.7, -0.8, 0.0018, 9, 1.8, 11696, 55.4, 45.44, 38, 48.1, 66, 43.1, 94, 42.2, 122, 42.2, 157, 41.3, 185, 35, 217, 35.9, 249, 33.6, 276, 32.7 ,,
4014442,T, H, 2005-12-03,12, 4, 70.1, 19, 0, 0.0024, 9, 1.8, 14555, 46.6, 60.09, 36, 59.9, 64, 59.9, 92, 54.5, 120, 52.2, 155, 50.4, 183, 43.6, 215, 43.6, 247, 36.3, 274, 39.5 ,,
4014443,T, H, 2005-10-19,10, 6, 54.1, 16.6, 0, 0.0028, 10, 2.8, 10638, 40.2, 46.18, 18, 43.6, 47, 44.9, 82, 44.9, 110, 35.4, 138, 38.1, 165, 34.5, 200, 35, 229, 31.3, 257, 25.4, 292, 18.6 
4014451,T, H, 2005-12-03,12, 2, 47.9, 21, -0.8, 0.0009, 9, 5, 12170, 67.2, 44.05, 37, 47.2, 65, 44, 93, 36.8, 120, 43.1, 155, 42.2, 184, 36.3, 212, 41.8, 247, 30.4, 275, 45.9 ,,
4014460,T, H, 2005-11-27,11, 2, 50.2, 22.6, -0.8, 0.0022, 10, 1.2, 10527, 51.9, 42.48, 8, 34.5, 43, 41.8, 71, 40, 99, 39.5, 126, 39.5, 161, 35.4, 190, 32.7, 218, 32.2, 253, 27.7, 281, 25.9 
4014466,T, H, 2005-09-24,9, 2, 43.4, 22, -0.8, 0.002, 9, 3.4, 9416, 53.3, 37.31, 9, 34.5, 43, 35, 72, 32.2, 107, 35, 135, 34.5, 163, 34, 190, 27.2, 225, 32.2, 254, 22.7 ,,
4014489,T, H, 2005-12-23,12, 4, 46.8, 37.2, 0, 0.0019, 10, 3.7, 9988, 75.1, 37.89, 17, 34, 45, 28.1, 73, 42.7, 100, 36.8, 135, 37.7, 164, 38.1, 192, 30.4, 227, 27.7, 255, 29.1, 290, 26.3 
4014499,T, H, 2006-01-24,1, 6, 62.5, 11, 0, 0.0038, 9, 3.1, 10985, 27.8, 54.05, 12, 50.8, 40, 49, 68, 50.8, 103, 43.6, 132, 36.3, 160, 39, 194, 31.8, 222, 26.8, 258, 18.2 ,,
4014505,T, H, 2006-01-29,1, 3, 53.5, 30.6, 0, 0.0019, 8, 2.5, 11593, 67.8, 44.47, 35, 44.5, 63, 39, 98, 44.5, 126, 45.4, 155, 39, 190, 36.3, 218, 35.9, 253, 33.1 ,,,,
4014513,T, H, 2005-10-28,10, 2, 68.5, 23.1, -0.8, 0.0025, 10, 4.8, 13812, 50.2, 57.03, 9, 44, 37, 58.1, 73, 54.5, 101, 44, 128, 52.7, 156, 54, 191, 48.1, 219, 40.4, 248, 32.2, 282, 28.6 
4014518,T, H, 2005-09-12,9, 4, 53.5, 8.7, 0, 0.0029, 10, 3.5, 10625, 26.4, 48.36, 21, 50.8, 55, 50.8, 84, 40.4, 119, 39, 147, 37.2, 175, 34, 202, 31.3, 237, 29.5, 265, 23.2, 294, 15 
4014520,T, H, 2005-10-02,10, 4, 66.5, 9.7, 0, 0.0045, 9, 5.3, 10679, 24, 57.17, 35, 59.9, 63, 53.6, 99, 45.4, 127, 28.6, 154, 30, 182, 30, 217, 32.7, 245, 25, 274, 11.3 ,,
4014547,T, H, 2006-01-20,1, 6, 53.5, 8.7, 0, 0.003, 9, 5.5, 10414, 25.9, 48.17, 16, 51.8, 44, 40, 72, 34.5, 107, 34.5, 135, 30.9, 164, 35, 199, 38.1, 227, 30, 262, 24.1 ,,
4014549,T, H, 2005-10-18,10, 5, 54.4, 20.4, 0, 0.004, 10, 3, 9056, 38.7, 43.06, 19, 41.8, 47, 40, 82, 39, 110, 35.4, 138, 37.2, 166, 24.5, 201, 25.4, 229, 19.5, 258, 15, 293, 19.1 
4014553,T, H, 2006-01-10,1, 2, 58.9, 21.5, -0.8, 0.0017, 9, 3.5, 13482, 56.8, 51.77, 27, 51.3, 54, 49.9, 82, 52.2, 117, 47.2, 145, 43.1, 174, 40.4, 208, 47.2, 237, 44.9, 272, 33.6 ,,
4014582,T, H, 2006-01-07,1, 4, 56.7, 13.5, 0, 0.0023, 9, 1.9, 12058, 37.9, 50.44, 29, 52.2, 57, 49, 85, 43.6, 120, 44.5, 148, 37.2, 180, 39, 212, 36.3, 239, 33.6, 276, 30 ,,
4014590,T, H, 2006-02-16,2, 4, 62.5, 36.4, 0, 0.002, 9, 3.4, 13175, 72.6, 50.39, 17, 42.7, 45, 48.1, 80, 47.2, 108, 48.1, 140, 49, 172, 44.5, 199, 49.9, 236, 36.3, 289, 30.9 ,,
4014640,T, H, 2005-12-07,12, 3, 69.6, 25.9, 0, 0.0028, 9, 2.7, 13417, 51.9, 56.14, 33, 56.3, 60, 51.8, 88, 56.3, 116, 52.7, 151, 43.6, 180, 38.1, 208, 41.8, 242, 36.3, 270, 32.7 ,,
4014691,T, H, 2006-01-10,1, 4, 53.5, 8.7, 0, 0.003, 9, 2.8, 10414, 25.9, 48.17, 26, 54.5, 54, 48.1, 82, 43.6, 117, 38.1, 146, 31.8, 174, 33.6, 208, 26.3, 236, 24.1, 272, 22.7 ,,
4014704,T, H, 2006-01-14,1, 2, 64.6, 20.5, -0.8, 0.0045, 9, 3.9, 10167, 35.9, 50.45, 22, 49, 50, 55.4, 78, 51.8, 113, 34.5, 142, 30.9, 170, 27.2, 204, 22.7, 232, 20.4, 268, 20.9 ,,
4014706,T, H, 2006-02-08,2, 2, 52.6, 22.1, -0.8, 0.0039, 9, 2.4, 8816, 39.7, 41.41, 25, 39, 53, 45.4, 88, 34.5, 117, 30, 145, 30, 179, 27.2, 207, 25.9, 243, 18.2, 297, 15 ,,
4014720,T, H, 2005-10-11,10, 3, 50.8, 30.9, 0, 0.002, 10, 2, 10823, 66.4, 41.86, 26, 40, 54, 40.9, 89, 39, 117, 38.6, 145, 35.9, 173, 33.6, 208, 34, 236, 34.5, 268, 32.7, 300, 26.8 
4014723,T, H, 2005-12-13,12, 3, 53.5, 8.7, 0, 0.0029, 9, 3.6, 10625, 26.4, 48.36, 26, 51.8, 54, 49, 82, 44.5, 110, 38.1, 145, 39, 173, 32.7, 202, 24.5, 237, 20.9, 265, 27.7 ,,
4014745,T, H, 2006-02-18,2, 2, 54, 21.7, -0.8, 0.0021, 8, 3.9, 11561, 52, 46.24, 43, 48.6, 78, 46.3, 106, 40.4, 135, 36.3, 169, 35, 198, 44, 233, 34.5, 287, 26.3 ,,,,
4014754,T, H, 2005-12-17,12, 4, 56.8, 10.2, 0, 0.0025, 10, 4, 11766, 30.5, 51.25, 22, 50.8, 50, 53.6, 78, 47.2, 106, 33.6, 141, 35.4, 169, 36.8, 198, 35, 233, 33.1, 261, 33.6, 296, 30 
4014755,T, H, 2005-11-26,11, 4, 54.1, 37.4, 0, 0.0034, 10, 4, 9333, 55.6, 39.66, 9, 29.1, 45, 36.3, 72, 39, 101, 41.8, 127, 38.1, 162, 33.6, 191, 28.1, 219, 27.2, 254, 23.6, 281, 10.9 
4014764,T, H, 2006-01-02,1, 2, 48.3, 21.6, -0.8, 0.0023, 10, 3.3, 10028, 49.7, 40.94, 7, 36.3, 35, 40.4, 62, 36.3, 90, 38.1, 125, 34.5, 153, 35, 182, 33.1, 216, 23.6, 245, 28.6, 280, 29.5 
4014773,T, H, 2006-01-04,1, 3, 44.4, 28.4, 0, 0.0026, 10, 5.7, 8783, 56.7, 35.76, 5, 23.6, 33, 34, 60, 35.4, 88, 35.4, 123, 38.1, 151, 31.8, 180, 25, 214, 15.9, 243, 17.3, 278, 33.6 
4014946,S, H, 2007-08-03,8, 1, 42, 29.9, -0.5, 0.0002, 10, 3.7, 11745, 129.3, 40.59, 9, 29.1, 36, 38.6, 65, 31.8, 94, 46.3, 128, 38.6, 156, 37.2, 191, 40.4, 219, 37.7, 247, 41.3, 277, 43.1 
4014947,S, H, 2007-07-21,7, 1, 43.1, 31.4, -0.5, 0.0008, 10, 1.4, 11014, 95.2, 39.05, 22, 32.7, 49, 36.3, 78, 38.1, 107, 37.7, 141, 38.6, 169, 37.7, 204, 38.6, 232, 38.1, 260, 35.4, 290, 31.8 
4014955,S, H, 2007-07-23,7, 1, 44, 36.6, -0.5, 0.0005, 10, 2.8, 11605, 120.3, 40.61, 20, 30, 47, 31.3, 76, 36.3, 105, 38.1, 139, 37.2, 167, 39, 202, 40.4, 230, 40, 258, 41.8, 288, 38.6 
4014961,S, H, 2007-08-12,8, 1, 50, 30.7, -0.5, 0.001, 10, 2.3, 12450, 87.4, 44.66, 27, 39.5, 56, 42.7, 85, 45.4, 119, 43.6, 147, 40, 182, 44.5, 210, 44, 238, 40.9, 268, 40.4, 303, 33.1 
4014962,S, H, 2007-08-03,8, 1, 41.7, 29.5, -0.5, 0, 10, 2.3, 12047, 207.3, 41.56, 9, 30, 36, 36.3, 65, 39, 94, 38.1, 128, 40, 156, 38.1, 191, 42.2, 219, 40, 247, 45.4, 277, 42.7 
4014964,S, H, 2007-07-25,7, 1, 30.9, 31.8, -0.5, 0.0002, 10, 2, 8618, 137.7, 29.82, 18, 22.2, 45, 25, 74, 29.1, 103, 33.1, 137, 26.3, 165, 28.1, 200, 31.3, 228, 31.3, 256, 30.4, 286, 28.1 
4014965,S, H, 2007-08-07,8, 1, 44.6, 28.9, -0.5, 0, 10, 1.9, 12907, 305, 44.55, 5, 25.9, 32, 39.5, 61, 42.2, 90, 44.5, 124, 41.3, 152, 43.1, 187, 42.7, 215, 43.1, 243, 47.2, 273, 47.2 
4014966,S, H, 2007-08-08,8, 1, 35.9, 32.3, -0.5, -0.0001, 9, 2.8, 10566, 0, 18.22, 31, 28.1, 60, 33.6, 89, 37.7, 123, 30.9, 151, 32.2, 186, 35.9, 214, 37.2, 242, 38.6, 272, 41.3 ,,
4014967,S, H, 2007-09-02,9, 1, 41.6, 29.3, -0.5, 0.0002, 10, 3.9, 11627, 125.7, 40.17, 6, 34, 35, 35.4, 64, 37.2, 98, 36.8, 126, 35, 161, 40.4, 189, 38.1, 217, 41.8, 247, 39, 282, 43.6 
4014969,S, H, 2007-08-02,8, 1, 27.2, 35, -0.5, -0.0004, 10, 4.2, 8372, 0, 13.79, 10, 5, 37, 20.4, 66, 24.5, 95, 30, 129, 28.6, 157, 30.9, 192, 30.9, 220, 30.9, 248, 31.3, 278, 29.1 
4014973,S, H, 2007-07-26,7, 1, 42.3, 29.4, -0.5, 0.0008, 10, 1.9, 10815, 90.3, 38.43, 17, 33.1, 44, 35.9, 73, 39.5, 102, 35, 136, 35, 164, 38.1, 199, 36.8, 227, 36.3, 255, 35.9, 285, 33.6 
4014974,S, H, 2007-08-12,8, 1, 44, 29.9, -0.5, 0.0008, 10, 2.2, 11282, 91.8, 40.04, 27, 36.3, 56, 39, 85, 39.5, 119, 35.4, 147, 38.1, 182, 39.5, 210, 40.9, 238, 38.1, 268, 36.3, 303, 32.2 
4014975,S, H, 2007-07-20,7, 1, 41.7, 30.9, -0.5, 0.0008, 10, 1.8, 10652, 93.5, 37.81, 23, 34, 50, 34.5, 79, 35.4, 108, 36.8, 142, 36.3, 170, 38.1, 205, 38.1, 233, 35.9, 261, 33.6, 291, 31.3 
4014993,S, H, 2007-09-14,9, 1, 45.5, 28.4, -0.5, 0.0007, 9, 1.6, 11823, 91.4, 41.8, 23, 36.8, 52, 42.2, 86, 39.5, 114, 40.9, 149, 39, 177, 39, 205, 38.6, 235, 40.9, 270, 38.6 ,,
4014994,S, H, 2007-09-03,9, 1, 50.9, 28.1, -0.5, 0.0011, 10, 3, 12405, 77.6, 45.17, 5, 34, 34, 45.4, 63, 41.8, 97, 41.3, 125, 39.5, 160, 45.4, 188, 41.3, 216, 41.8, 246, 40.4, 281, 35.4 
4014999,S, H, 2007-08-06,8, 1, 41.1, 28.8, -0.5, 0.0004, 10, 2.5, 11161, 107.5, 38.83, 6, 28.6, 33, 36.3, 62, 36.8, 91, 36.3, 125, 35, 153, 36.8, 188, 36.3, 216, 39.5, 244, 40.4, 274, 37.2 
4015005,S, H, 2007-07-23,7, 1, 42.5, 28, -0.5, 0.0009, 10, 3, 10792, 85.2, 38.54, 20, 35.9, 47, 37.2, 76, 36.8, 105, 35.4, 139, 35.4, 167, 32.7, 202, 38.1, 230, 40.4, 258, 34.5, 288, 31.3 
4015008,S, H, 2007-08-06,8, 1, 38.3, 36.7, -0.5, 0.0011, 9, 5.4, 9203, 92.7, 33.16, 33, 34, 62, 20.4, 91, 28.1, 125, 27.2, 153, 32.2, 188, 33.6, 216, 31.3, 244, 31.3, 274, 33.1 ,,
4015011,S, H, 2007-08-04,8, 1, 42.9, 31.8, -0.5, 0.0003, 10, 1.5, 11850, 128.4, 41.07, 8, 26.8, 35, 34.5, 64, 39.5, 93, 42.7, 127, 38.6, 155, 39, 190, 42.7, 218, 40.9, 246, 41.8, 276, 39.5 
4015013,S, H, 2007-08-04,8, 1, 44, 36.6, -0.5, 0.0004, 10, 3.5, 11824, 129.8, 41.22, 8, 25.9, 35, 31.8, 64, 34, 93, 34.5, 127, 37.7, 155, 37.7, 190, 40.4, 218, 40.4, 246, 42.2, 276, 43.1 
4015014,S, H, 2007-07-23,7, 1, 44, 36.7, -0.5, 0.0008, 10, 2.5, 11040, 102.9, 39.18, 20, 30.4, 47, 32.2, 76, 36.8, 105, 37.2, 139, 35.9, 167, 36.3, 202, 37.7, 230, 38.6, 258, 37.7, 288, 38.6 
4015015,S, H, 2007-07-16,7, 1, 34.5, 28.4, -0.5, 0.001, 10, 3.2, 8624, 82.7, 31.02, 27, 28.6, 54, 32.2, 83, 33.6, 112, 25.9, 146, 28.6, 174, 23.2, 209, 29.5, 237, 27.7, 265, 31.8, 295, 25.4 
4015016,S, H, 2007-07-15,7, 1, 40.1, 32.3, -0.5, 0.0006, 10, 5, 10511, 105.1, 36.91, 28, 29.5, 55, 29.5, 84, 48.1, 113, 37.2, 147, 35, 175, 28.1, 210, 36.8, 238, 38.1, 266, 35.4, 296, 33.1 
4015017,S, H, 2007-07-29,7, 1, 38.3, 24.8, -0.5, 0.0011, 10, 3.5, 9416, 71.9, 34.38, 14, 34.5, 41, 35.4, 70, 38.6, 99, 34, 133, 30, 161, 29.1, 196, 32.7, 224, 28.6, 252, 32.7, 282, 30.4 
4015018,S, H, 2007-07-14,7, 1, 42, 29.1, -0.5, 0.001, 10, 2.4, 10453, 83.8, 37.6, 29, 35.9, 56, 36.8, 85, 35.9, 114, 38.6, 148, 36.8, 176, 29.5, 211, 36.3, 239, 32.7, 267, 32.2, 297, 34 
4015019,S, H, 2007-07-18,7, 1, 40.4, 29.5, -0.5, 0.0003, 10, 2.6, 11141, 118, 38.6, 25, 35.9, 52, 34, 81, 36.8, 110, 36.8, 144, 40.9, 172, 33.6, 207, 36.8, 235, 39.5, 263, 40, 293, 36.8 
4015021,S, H, 2007-08-05,8, 1, 38.3, 36.7, -0.5, 0.0011, 10, 5.2, 9203, 92.7, 33.16, 7, 18.2, 34, 30.4, 63, 20.9, 92, 27.7, 126, 30, 154, 27.2, 189, 33.6, 217, 33.1, 245, 33.6, 275, 32.7 
4015023,S, H, 2007-07-28,7, 1, 43.4, 28.5, -0.5, 0.0003, 10, 8.3, 11950, 113, 41.42, 15, 34, 42, 13.2, 71, 40.9, 100, 40, 134, 38.1, 162, 41.3, 197, 42.2, 225, 35.4, 253, 41.8, 283, 43.6 
4015024,S, H, 2007-07-31,7, 1, 44, 36.6, -0.5, 0.0007, 10, 2.5, 11296, 109.8, 39.8, 12, 29.5, 39, 30.9, 68, 35, 97, 38.1, 131, 40, 159, 37.7, 194, 42.2, 222, 39, 250, 37.7, 280, 37.7 
4015025,S, H, 2007-07-29,7, 1, 39, 27.9, -0.5, 0.0006, 10, 2.4, 10360, 96.1, 36.35, 14, 31.8, 41, 33.6, 70, 35, 99, 33.1, 133, 35.4, 161, 37.2, 196, 30.9, 224, 35.9, 252, 35.4, 282, 33.1 
4015027,S, H, 2007-08-05,8, 1, 42.4, 34, -0.5, 0.0003, 10, 1.7, 11690, 136.4, 40.56, 7, 23.6, 34, 31.8, 63, 39.5, 92, 40, 126, 40.4, 154, 36.8, 189, 40.9, 217, 41.8, 245, 39.5, 275, 40.9 
4015030,S, H, 2007-08-09,8, 1, 42.3, 28.5, -0.5, 0.0015, 9, 3.1, 9772, 70.7, 36.53, 30, 33.1, 59, 36.8, 88, 38.6, 122, 37.7, 150, 32.7, 185, 30.4, 213, 25, 241, 27.2, 271, 33.6 ,,
4015031,S, H, 2007-08-11,8, 1, 23.9, 30.6, -0.5, -0.0003, 10, 4.7, 7266, 0, 12.13, 28, 27.7, 57, 12.7, 86, 20.9, 120, 26.8, 148, 28.6, 183, 20.4, 211, 25, 239, 28.1, 269, 28.1, 304, 26.3 
4015033,S, H, 2007-09-09,9, 1, 39, 27, -0.5, 0.0017, 9, 3.5, 8738, 64.8, 33.34, 28, 34.5, 57, 36.3, 91, 23.6, 119, 32.2, 154, 30, 182, 29.1, 210, 28.1, 240, 26.3, 275, 23.6 ,,
4015034,S, H, 2007-08-23,8, 1, 44, 28.6, -0.5, 0.0012, 10, 1.4, 10649, 77.6, 38.86, 16, 34, 45, 36.8, 74, 40, 108, 36.3, 136, 37.2, 171, 34.5, 199, 34, 227, 33.6, 257, 34, 292, 32.2 
4015035,S, H, 2007-08-10,8, 1, 25.1, 31.6, -0.5, 0.0006, 10, 3.6, 6563, 102.3, 23.08, 29, 22.2, 58, 20.9, 87, 14.5, 121, 25, 149, 25, 184, 26.3, 212, 24.5, 240, 23.2, 270, 20.9, 305, 16.3 
4015038,S, H, 2007-08-23,8, 1, 32.5, 24.8, -0.5, 0.0011, 10, 7.3, 8005, 71.9, 29.23, 16, 34, 45, 36.3, 74, 16.8, 108, 16.3, 136, 22.7, 171, 26.3, 199, 25, 227, 28.6, 257, 27.2, 292, 27.7 
