lactkey,Farm,Breed,CalveDate,Parity,monthinm,dim,milk
844906,C, H, 2005-07-07, 1,5, 197, 24.1
844906,C, H, 2005-07-07, 1,6, 261, 22.7
844906,C, H, 2005-07-07, 1,7, 293, 21.8 
844906,C, H, 2005-07-07, 1,1, 40, 23.6
844906,C, H, 2005-07-07, 1,2, 76, 26.3
844941,C, G, 2005-06-02, 1,8,,
844941,C, G, 2005-06-02, 1,9,,
844941,C, G, 2005-06-02, 1,10,,
844941,C, G, 2005-06-02, 1,3, 111, 22.7
844941,C, G, 2005-06-02, 1,4, 160, 23.2
844941,C, G, 2005-06-02, 1,5, 197, 20.4
844941,C, G, 2005-06-02, 1,6, 232, 21.8
844941,C, G, 2005-06-02, 1,1, 29, 26.3
844941,C, G, 2005-06-02, 1,7, 296, 20 
844941,C, G, 2005-06-02, 1,2, 75, 20.4
844979,C, H, 2005-06-22, 1,8,,
844979,C, H, 2005-06-22, 1,9,,
844979,C, H, 2005-06-22, 1,10,,
844979,C, H, 2005-06-22, 1,4, 140, 12.7
844979,C, H, 2005-06-22, 1,5, 177, 12.3
844979,C, H, 2005-06-22, 1,6, 212, 16.8
844979,C, H, 2005-06-22, 1,7, 276, 14.5 
844979,C, H, 2005-06-22, 1,2, 55, 20
844979,C, H, 2005-06-22, 1,1, 9, 21.8
844979,C, H, 2005-06-22, 1,3, 91, 19.1
844998,C, H, 2005-10-08, 1,9,,
844998,C, H, 2005-10-08, 1,10,,
844998,C, H, 2005-10-08, 1,3, 104, 18.6
844998,C, H, 2005-10-08, 1,4, 168, 24.5
844998,C, H, 2005-10-08, 1,5, 200, 21.8
844998,C, H, 2005-10-08, 1,6, 238, 20
844998,C, H, 2005-10-08, 1,7, 270, 20
844998,C, H, 2005-10-08, 1,8, 305, 14.5 
844998,C, H, 2005-10-08, 1,1, 32, 24.1
844998,C, H, 2005-10-08, 1,2, 69, 22.7
845037,C, H, 2005-01-29, 1,8,,
845037,C, H, 2005-01-29, 1,9,,
845037,C, H, 2005-01-29, 1,10,,
845037,C, H, 2005-01-29, 1,3, 122, 25.9
845037,C, H, 2005-01-29, 1,4, 153, 25.9
845037,C, H, 2005-01-29, 1,5, 199, 20.9
845037,C, H, 2005-01-29, 1,6, 235, 20.4
845037,C, H, 2005-01-29, 1,7, 284, 19.5 
845037,C, H, 2005-01-29, 1,1, 32, 22.2
845037,C, H, 2005-01-29, 1,2, 73, 26.8
845067,C, H, 2006-01-14, 1,10,,
845067,C, H, 2006-01-14, 1,3, 102, 29.5
845067,C, H, 2006-01-14, 1,4, 140, 26.3
845067,C, H, 2006-01-14, 1,5, 172, 20.4
845067,C, H, 2006-01-14, 1,6, 207, 17.7
845067,C, H, 2006-01-14, 1,7, 250, 15.9
845067,C, H, 2006-01-14, 1,8, 278, 14.5
845067,C, H, 2006-01-14, 1,9, 305, 9.1 
845067,C, H, 2006-01-14, 1,1, 6, 21.3
845067,C, H, 2006-01-14, 1,2, 70, 31.8
845106,C, H, 2005-04-01, 1,9,,
845106,C, H, 2005-04-01, 1,10,,
845106,C, H, 2005-04-01, 1,1, 11, 18.6
845106,C, H, 2005-04-01, 1,4, 137, 30.4
845106,C, H, 2005-04-01, 1,5, 173, 26.8
845106,C, H, 2005-04-01, 1,6, 222, 22.7
845106,C, H, 2005-04-01, 1,7, 259, 20.9
845106,C, H, 2005-04-01, 1,8, 294, 10.9 
845106,C, H, 2005-04-01, 1,2, 60, 33.1
845106,C, H, 2005-04-01, 1,3, 91, 33.1
845120,C, X, 2005-06-25, 1,9,,
845120,C, X, 2005-06-25, 1,10,,
845120,C, X, 2005-06-25, 1,4, 137, 21.3
845120,C, X, 2005-06-25, 1,5, 174, 17.3
845120,C, X, 2005-06-25, 1,6, 209, 16.8
845120,C, X, 2005-06-25, 1,7, 273, 17.3
845120,C, X, 2005-06-25, 1,8, 305, 13.6 
845120,C, X, 2005-06-25, 1,2, 52, 16.8
845120,C, X, 2005-06-25, 1,1, 6, 18.2
845120,C, X, 2005-06-25, 1,3, 88, 22.2
845153,C, H, 2005-02-16, 1,9,,
845153,C, H, 2005-02-16, 1,10,,
845153,C, H, 2005-02-16, 1,3, 104, 38.6
845153,C, H, 2005-02-16, 1,4, 135, 35
845153,C, H, 2005-02-16, 1,1, 14, 26.8
845153,C, H, 2005-02-16, 1,5, 181, 27.2
845153,C, H, 2005-02-16, 1,6, 217, 23.6
845153,C, H, 2005-02-16, 1,7, 266, 23.2
845153,C, H, 2005-02-16, 1,8, 303, 20.9 
845153,C, H, 2005-02-16, 1,2, 55, 38.1
845202,C, H, 2005-06-01, 1,8,,
845202,C, H, 2005-06-01, 1,9,,
845202,C, H, 2005-06-01, 1,10,,
845202,C, H, 2005-06-01, 1,3, 112, 27.2
845202,C, H, 2005-06-01, 1,4, 161, 27.7
845202,C, H, 2005-06-01, 1,5, 198, 22.7
845202,C, H, 2005-06-01, 1,6, 233, 20
845202,C, H, 2005-06-01, 1,7, 297, 18.6 
845202,C, H, 2005-06-01, 1,1, 30, 31.8
845202,C, H, 2005-06-01, 1,2, 76, 25.9
845209,C, H, 2005-02-16, 1,9,,
845209,C, H, 2005-02-16, 1,10,,
845209,C, H, 2005-02-16, 1,3, 104, 23.2
845209,C, H, 2005-02-16, 1,4, 135, 22.2
845209,C, H, 2005-02-16, 1,1, 14, 23.6
845209,C, H, 2005-02-16, 1,5, 181, 14.1
845209,C, H, 2005-02-16, 1,6, 217, 15
845209,C, H, 2005-02-16, 1,7, 266, 13.6
845209,C, H, 2005-02-16, 1,8, 303, 14.1 
845209,C, H, 2005-02-16, 1,2, 55, 23.6
845263,C, X, 2005-08-02, 1,9,,
845263,C, X, 2005-08-02, 1,10,,
845263,C, X, 2005-08-02, 1,4, 136, 24.1
845263,C, X, 2005-08-02, 1,1, 14, 20.4
845263,C, X, 2005-08-02, 1,5, 171, 23.6
845263,C, X, 2005-08-02, 1,6, 235, 21.8
845263,C, X, 2005-08-02, 1,7, 267, 20.9
845263,C, X, 2005-08-02, 1,8, 305, 17.7 
845263,C, X, 2005-08-02, 1,2, 50, 22.7
845263,C, X, 2005-08-02, 1,3, 99, 24.1
845298,C, H, 2005-03-26, 1,9,,
845298,C, H, 2005-03-26, 1,10,,
845298,C, H, 2005-03-26, 1,4, 143, 15
845298,C, H, 2005-03-26, 1,1, 17, 13.6
845298,C, H, 2005-03-26, 1,5, 179, 15
845298,C, H, 2005-03-26, 1,6, 228, 16.3
845298,C, H, 2005-03-26, 1,7, 265, 13.2
845298,C, H, 2005-03-26, 1,8, 300, 12.3 
845298,C, H, 2005-03-26, 1,2, 66, 18.2
845298,C, H, 2005-03-26, 1,3, 97, 19.1
845303,C, H, 2005-10-28, 1,9,,
845303,C, H, 2005-10-28, 1,10,,
845303,C, H, 2005-10-28, 1,1, 12, 18.2
845303,C, H, 2005-10-28, 1,4, 148, 26.3
845303,C, H, 2005-10-28, 1,5, 180, 26.3
845303,C, H, 2005-10-28, 1,6, 218, 25
845303,C, H, 2005-10-28, 1,7, 250, 20
845303,C, H, 2005-10-28, 1,8, 285, 16.8 
845303,C, H, 2005-10-28, 1,2, 49, 28.6
845303,C, H, 2005-10-28, 1,3, 84, 20.4
845330,C, H, 2005-11-07, 1,8,,
845330,C, H, 2005-11-07, 1,9,,
845330,C, H, 2005-11-07, 1,10,,
845330,C, H, 2005-11-07, 1,3, 138, 30.4
845330,C, H, 2005-11-07, 1,4, 170, 29.5
845330,C, H, 2005-11-07, 1,5, 208, 25
845330,C, H, 2005-11-07, 1,6, 240, 21.8
845330,C, H, 2005-11-07, 1,7, 275, 16.3 
845330,C, H, 2005-11-07, 1,1, 39, 25.4
845330,C, H, 2005-11-07, 1,2, 74, 25
845384,C, H, 2005-06-22, 1,8,,
845384,C, H, 2005-06-22, 1,9,,
845384,C, H, 2005-06-22, 1,10,,
845384,C, H, 2005-06-22, 1,4, 140, 24.1
845384,C, H, 2005-06-22, 1,5, 177, 18.2
845384,C, H, 2005-06-22, 1,6, 212, 16.8
845384,C, H, 2005-06-22, 1,7, 276, 18.2 
845384,C, H, 2005-06-22, 1,2, 55, 20.9
845384,C, H, 2005-06-22, 1,1, 9, 17.3
845384,C, H, 2005-06-22, 1,3, 91, 21.8
845390,C, H, 2005-04-17, 1,8,,
845390,C, H, 2005-04-17, 1,9,,
845390,C, H, 2005-04-17, 1,10,,
845390,C, H, 2005-04-17, 1,3, 121, 16.3
845390,C, H, 2005-04-17, 1,4, 157, 19.1
845390,C, H, 2005-04-17, 1,5, 206, 18.2
845390,C, H, 2005-04-17, 1,6, 243, 17.7
845390,C, H, 2005-04-17, 1,7, 278, 15.9 
845390,C, H, 2005-04-17, 1,1, 44, 22.7
845390,C, H, 2005-04-17, 1,2, 75, 20.4
845425,C, H, 2005-06-08, 1,8,,
845425,C, H, 2005-06-08, 1,9,,
845425,C, H, 2005-06-08, 1,10,,
845425,C, H, 2005-06-08, 1,3, 105, 21.8
845425,C, H, 2005-06-08, 1,4, 154, 22.2
845425,C, H, 2005-06-08, 1,5, 191, 20.9
845425,C, H, 2005-06-08, 1,6, 226, 22.7
845425,C, H, 2005-06-08, 1,1, 23, 24.5
845425,C, H, 2005-06-08, 1,7, 290, 20.9 
845425,C, H, 2005-06-08, 1,2, 69, 19.5
845428,C, H, 2005-06-20, 1,8,,
845428,C, H, 2005-06-20, 1,9,,
845428,C, H, 2005-06-20, 1,10,,
845428,C, H, 2005-06-20, 1,1, 11, 19.5
845428,C, H, 2005-06-20, 1,4, 142, 20
845428,C, H, 2005-06-20, 1,5, 179, 18.2
845428,C, H, 2005-06-20, 1,6, 214, 19.5
845428,C, H, 2005-06-20, 1,7, 278, 15.4 
845428,C, H, 2005-06-20, 1,2, 57, 15.9
845428,C, H, 2005-06-20, 1,3, 93, 18.6
845467,C, H, 2005-07-15, 1,8,,
845467,C, H, 2005-07-15, 1,9,,
845467,C, H, 2005-07-15, 1,10,,
845467,C, H, 2005-07-15, 1,3, 117, 28.1
845467,C, H, 2005-07-15, 1,4, 154, 24.1
845467,C, H, 2005-07-15, 1,5, 189, 25
845467,C, H, 2005-07-15, 1,6, 253, 20
845467,C, H, 2005-07-15, 1,7, 285, 22.2 
845467,C, H, 2005-07-15, 1,1, 32, 25.9
845467,C, H, 2005-07-15, 1,2, 68, 24.5
845478,C, H, 2005-03-13, 1,8,,
845478,C, H, 2005-03-13, 1,9,,
845478,C, H, 2005-03-13, 1,10,,
845478,C, H, 2005-03-13, 1,3, 110, 21.8
845478,C, H, 2005-03-13, 1,4, 156, 15.9
845478,C, H, 2005-03-13, 1,5, 192, 19.1
845478,C, H, 2005-03-13, 1,6, 241, 16.3
845478,C, H, 2005-03-13, 1,7, 278, 14.1 
845478,C, H, 2005-03-13, 1,1, 30, 25.9
845478,C, H, 2005-03-13, 1,2, 79, 25.9
845484,C, H, 2005-01-26, 1,8,,
845484,C, H, 2005-01-26, 1,9,,
845484,C, H, 2005-01-26, 1,10,,
845484,C, H, 2005-01-26, 1,3, 125, 23.2
845484,C, H, 2005-01-26, 1,4, 156, 20.9
845484,C, H, 2005-01-26, 1,5, 202, 19.1
845484,C, H, 2005-01-26, 1,6, 238, 16.3
845484,C, H, 2005-01-26, 1,7, 287, 15.9 
845484,C, H, 2005-01-26, 1,1, 35, 19.5
845484,C, H, 2005-01-26, 1,2, 76, 26.3
845529,C, H, 2005-06-29, 1,8,,
845529,C, H, 2005-06-29, 1,9,,
845529,C, H, 2005-06-29, 1,10,,
845529,C, H, 2005-06-29, 1,3, 133, 17.3
845529,C, H, 2005-06-29, 1,4, 170, 15
845529,C, H, 2005-06-29, 1,5, 205, 14.5
845529,C, H, 2005-06-29, 1,6, 269, 18.2
845529,C, H, 2005-06-29, 1,7, 301, 17.3 
845529,C, H, 2005-06-29, 1,1, 48, 18.2
845529,C, H, 2005-06-29, 1,2, 84, 18.2
845538,C, H, 2005-06-14, 1,8,,
845538,C, H, 2005-06-14, 1,9,,
845538,C, H, 2005-06-14, 1,10,,
845538,C, H, 2005-06-14, 1,4, 148, 23.2
845538,C, H, 2005-06-14, 1,1, 17, 22.2
845538,C, H, 2005-06-14, 1,5, 185, 21.3
845538,C, H, 2005-06-14, 1,6, 220, 20.9
845538,C, H, 2005-06-14, 1,7, 284, 19.1 
845538,C, H, 2005-06-14, 1,2, 63, 15.9
845538,C, H, 2005-06-14, 1,3, 99, 19.1
845544,C, H, 2005-03-31, 1,9,,
845544,C, H, 2005-03-31, 1,10,,
845544,C, H, 2005-03-31, 1,1, 12, 21.8
845544,C, H, 2005-03-31, 1,4, 138, 30.9
845544,C, H, 2005-03-31, 1,5, 174, 31.3
845544,C, H, 2005-03-31, 1,6, 223, 32.7
845544,C, H, 2005-03-31, 1,7, 260, 32.2
845544,C, H, 2005-03-31, 1,8, 295, 28.6 
845544,C, H, 2005-03-31, 1,2, 61, 35.9
845544,C, H, 2005-03-31, 1,3, 92, 38.1
845562,C, H, 2005-06-26, 1,9,,
845562,C, H, 2005-06-26, 1,10,,
845562,C, H, 2005-06-26, 1,4, 136, 21.3
845562,C, H, 2005-06-26, 1,5, 173, 20.4
845562,C, H, 2005-06-26, 1,6, 208, 19.1
845562,C, H, 2005-06-26, 1,7, 272, 19.1
845562,C, H, 2005-06-26, 1,8, 304, 19.1 
845562,C, H, 2005-06-26, 1,1, 5, 15.9
845562,C, H, 2005-06-26, 1,2, 51, 17.7
845562,C, H, 2005-06-26, 1,3, 87, 19.5
845573,C, X, 2005-06-29, 1,8,,
845573,C, X, 2005-06-29, 1,9,,
845573,C, X, 2005-06-29, 1,10,,
845573,C, X, 2005-06-29, 1,3, 133, 17.3
845573,C, X, 2005-06-29, 1,4, 170, 16.8
845573,C, X, 2005-06-29, 1,5, 205, 14.5
845573,C, X, 2005-06-29, 1,6, 269, 14.5
845573,C, X, 2005-06-29, 1,7, 301, 16.3 
845573,C, X, 2005-06-29, 1,1, 48, 15.9
845573,C, X, 2005-06-29, 1,2, 84, 19.1
845576,C, H, 2005-08-09, 1,9,,
845576,C, H, 2005-08-09, 1,10,,
845576,C, H, 2005-08-09, 1,4, 129, 20.9
845576,C, H, 2005-08-09, 1,5, 164, 25.4
845576,C, H, 2005-08-09, 1,6, 228, 22.7
845576,C, H, 2005-08-09, 1,7, 260, 21.3
845576,C, H, 2005-08-09, 1,8, 298, 18.2 
845576,C, H, 2005-08-09, 1,2, 43, 19.5
845576,C, H, 2005-08-09, 1,1, 7, 15.4
845576,C, H, 2005-08-09, 1,3, 92, 17.3
845579,C, H, 2005-06-08, 1,8,,
845579,C, H, 2005-06-08, 1,9,,
845579,C, H, 2005-06-08, 1,10,,
845579,C, H, 2005-06-08, 1,3, 105, 18.6
845579,C, H, 2005-06-08, 1,4, 154, 20.4
845579,C, H, 2005-06-08, 1,5, 191, 17.7
845579,C, H, 2005-06-08, 1,6, 226, 20
845579,C, H, 2005-06-08, 1,1, 23, 20.9
845579,C, H, 2005-06-08, 1,7, 290, 19.1 
845579,C, H, 2005-06-08, 1,2, 69, 19.5
2398520,D, H, 2007-03-08, 1,10,,
2398520,D, H, 2007-03-08, 1,4, 105, 30.9
2398520,D, H, 2007-03-08, 1,1, 14, 26.8
2398520,D, H, 2007-03-08, 1,5, 155, 17.3
2398520,D, H, 2007-03-08, 1,6, 190, 21.3
2398520,D, H, 2007-03-08, 1,7, 218, 6.4
2398520,D, H, 2007-03-08, 1,8, 259, 10.4
2398520,D, H, 2007-03-08, 1,9, 288, 14.1 
2398520,D, H, 2007-03-08, 1,2, 43, 35.4
2398520,D, H, 2007-03-08, 1,3, 70, 31.8
2398521,D, H, 2007-03-12, 1,10,,
2398521,D, H, 2007-03-12, 1,1, 10, 15.4
2398521,D, H, 2007-03-12, 1,4, 101, 27.2
2398521,D, H, 2007-03-12, 1,5, 151, 36.3
2398521,D, H, 2007-03-12, 1,6, 186, 18.2
2398521,D, H, 2007-03-12, 1,7, 214, 23.6
2398521,D, H, 2007-03-12, 1,8, 255, 24.5
2398521,D, H, 2007-03-12, 1,9, 284, 15.4 
2398521,D, H, 2007-03-12, 1,2, 39, 28.1
2398521,D, H, 2007-03-12, 1,3, 66, 33.6
2398534,D, H, 2007-03-01, 1,10,,
2398534,D, H, 2007-03-01, 1,4, 112, 36.3
2398534,D, H, 2007-03-01, 1,5, 162, 34.5
2398534,D, H, 2007-03-01, 1,6, 197, 28.1
2398534,D, H, 2007-03-01, 1,1, 21, 34
2398534,D, H, 2007-03-01, 1,7, 225, 33.6
2398534,D, H, 2007-03-01, 1,8, 266, 31.8
2398534,D, H, 2007-03-01, 1,9, 295, 33.1 
2398534,D, H, 2007-03-01, 1,2, 50, 40.4
2398534,D, H, 2007-03-01, 1,3, 77, 40.4
2398558,D, H, 2007-03-04, 1,10,,
2398558,D, H, 2007-03-04, 1,4, 109, 27.2
2398558,D, H, 2007-03-04, 1,5, 159, 38.1
2398558,D, H, 2007-03-04, 1,1, 18, 30.4
2398558,D, H, 2007-03-04, 1,6, 194, 26.8
2398558,D, H, 2007-03-04, 1,7, 222, 29.1
2398558,D, H, 2007-03-04, 1,8, 263, 12.3
2398558,D, H, 2007-03-04, 1,9, 292, 20.9 
2398558,D, H, 2007-03-04, 1,2, 47, 30.9
2398558,D, H, 2007-03-04, 1,3, 74, 35.4
2398578,D, H, 2007-03-02, 1,10,,
2398578,D, H, 2007-03-02, 1,4, 111, 38.1
2398578,D, H, 2007-03-02, 1,5, 161, 29.1
2398578,D, H, 2007-03-02, 1,6, 196, 38.1
2398578,D, H, 2007-03-02, 1,1, 20, 17.3
2398578,D, H, 2007-03-02, 1,7, 224, 32.7
2398578,D, H, 2007-03-02, 1,8, 265, 30
2398578,D, H, 2007-03-02, 1,9, 294, 24.1 
2398578,D, H, 2007-03-02, 1,2, 49, 31.8
2398578,D, H, 2007-03-02, 1,3, 76, 35.4
2398605,D, H, 2007-03-11, 1,10,,
2398605,D, H, 2007-03-11, 1,4, 102, 27.2
2398605,D, H, 2007-03-11, 1,1, 11, 20
2398605,D, H, 2007-03-11, 1,5, 152, 21.8
2398605,D, H, 2007-03-11, 1,6, 187, 28.1
2398605,D, H, 2007-03-11, 1,7, 215, 27.2
2398605,D, H, 2007-03-11, 1,8, 256, 23.6
2398605,D, H, 2007-03-11, 1,9, 285, 24.1 
2398605,D, H, 2007-03-11, 1,2, 40, 26.3
2398605,D, H, 2007-03-11, 1,3, 67, 31.8
2398614,D, H, 2007-03-09, 1,10,,
2398614,D, H, 2007-03-09, 1,4, 104, 30.9
2398614,D, H, 2007-03-09, 1,1, 13, 25.4
2398614,D, H, 2007-03-09, 1,5, 154, 25.4
2398614,D, H, 2007-03-09, 1,6, 189, 15.9
2398614,D, H, 2007-03-09, 1,7, 217, 43.6
2398614,D, H, 2007-03-09, 1,8, 258, 33.6
2398614,D, H, 2007-03-09, 1,9, 287, 29.5 
2398614,D, H, 2007-03-09, 1,2, 42, 31.8
2398614,D, H, 2007-03-09, 1,3, 69, 42.2
2398631,D, H, 2007-03-07, 1,10,,
2398631,D, H, 2007-03-07, 1,4, 106, 30.9
2398631,D, H, 2007-03-07, 1,1, 15, 26.8
2398631,D, H, 2007-03-07, 1,5, 156, 36.3
2398631,D, H, 2007-03-07, 1,6, 191, 23.6
2398631,D, H, 2007-03-07, 1,7, 219, 20.9
2398631,D, H, 2007-03-07, 1,8, 260, 24.5
2398631,D, H, 2007-03-07, 1,9, 289, 33.1 
2398631,D, H, 2007-03-07, 1,2, 44, 24.5
2398631,D, H, 2007-03-07, 1,3, 71, 33.6
2398638,D, H, 2007-02-28, 1,10,,
2398638,D, H, 2007-02-28, 1,4, 113, 30.9
2398638,D, H, 2007-02-28, 1,5, 163, 40
2398638,D, H, 2007-02-28, 1,6, 198, 33.6
2398638,D, H, 2007-02-28, 1,1, 22, 27.2
2398638,D, H, 2007-02-28, 1,7, 226, 36.3
2398638,D, H, 2007-02-28, 1,8, 267, 34.5
2398638,D, H, 2007-02-28, 1,9, 296, 36.3 
2398638,D, H, 2007-02-28, 1,2, 51, 33.6
2398638,D, H, 2007-02-28, 1,3, 78, 37.2
2398670,D, H, 2007-03-06, 1,10,,
2398670,D, H, 2007-03-06, 1,4, 107, 7.3
2398670,D, H, 2007-03-06, 1,5, 157, 26.3
2398670,D, H, 2007-03-06, 1,1, 16, 31.3
2398670,D, H, 2007-03-06, 1,6, 192, 18.2
2398670,D, H, 2007-03-06, 1,7, 220, 20.9
2398670,D, H, 2007-03-06, 1,8, 261, 25.4
2398670,D, H, 2007-03-06, 1,9, 290, 19.1 
2398670,D, H, 2007-03-06, 1,2, 45, 19.5
2398670,D, H, 2007-03-06, 1,3, 72, 26.3
2398671,D, H, 2007-02-27, 1,10,,
2398671,D, H, 2007-02-27, 1,4, 114, 32.7
2398671,D, H, 2007-02-27, 1,5, 164, 28.1
2398671,D, H, 2007-02-27, 1,6, 199, 27.2
2398671,D, H, 2007-02-27, 1,7, 227, 27.2
2398671,D, H, 2007-02-27, 1,1, 23, 25.4
2398671,D, H, 2007-02-27, 1,8, 268, 28.1
2398671,D, H, 2007-02-27, 1,9, 297, 24.1 
2398671,D, H, 2007-02-27, 1,2, 52, 26.3
2398671,D, H, 2007-02-27, 1,3, 79, 24.1
2398680,D, H, 2007-03-10, 1,10,,
2398680,D, H, 2007-03-10, 1,4, 103, 27.2
2398680,D, H, 2007-03-10, 1,1, 12, 31.8
2398680,D, H, 2007-03-10, 1,5, 153, 25.4
2398680,D, H, 2007-03-10, 1,6, 188, 30.4
2398680,D, H, 2007-03-10, 1,7, 216, 16.3
2398680,D, H, 2007-03-10, 1,8, 257, 24.5
2398680,D, H, 2007-03-10, 1,9, 286, 22.7 
2398680,D, H, 2007-03-10, 1,2, 41, 33.6
2398680,D, H, 2007-03-10, 1,3, 68, 24.5
2398686,D, H, 2007-03-09, 1,10,,
2398686,D, H, 2007-03-09, 1,4, 104, 38.1
2398686,D, H, 2007-03-09, 1,1, 13, 30.4
2398686,D, H, 2007-03-09, 1,5, 154, 30.9
2398686,D, H, 2007-03-09, 1,6, 189, 40.4
2398686,D, H, 2007-03-09, 1,7, 217, 36.3
2398686,D, H, 2007-03-09, 1,8, 258, 35.4
2398686,D, H, 2007-03-09, 1,9, 287, 28.6 
2398686,D, H, 2007-03-09, 1,2, 42, 35.4
2398686,D, H, 2007-03-09, 1,3, 69, 37.2
2398701,D, H, 2007-03-12, 1,10,,
2398701,D, H, 2007-03-12, 1,1, 10, 25.9
2398701,D, H, 2007-03-12, 1,4, 101, 32.7
2398701,D, H, 2007-03-12, 1,5, 151, 30.9
2398701,D, H, 2007-03-12, 1,6, 186, 34
2398701,D, H, 2007-03-12, 1,7, 214, 34.5
2398701,D, H, 2007-03-12, 1,8, 255, 38.6
2398701,D, H, 2007-03-12, 1,9, 284, 26.8 
2398701,D, H, 2007-03-12, 1,2, 39, 30
2398701,D, H, 2007-03-12, 1,3, 66, 40.4
2398725,D, H, 2007-03-02, 1,10,,
2398725,D, H, 2007-03-02, 1,4, 111, 38.1
2398725,D, H, 2007-03-02, 1,5, 161, 26.3
2398725,D, H, 2007-03-02, 1,6, 196, 29.1
2398725,D, H, 2007-03-02, 1,1, 20, 12.7
2398725,D, H, 2007-03-02, 1,7, 224, 36.3
2398725,D, H, 2007-03-02, 1,8, 265, 19.5
2398725,D, H, 2007-03-02, 1,9, 294, 43.6 
2398725,D, H, 2007-03-02, 1,2, 49, 24.5
2398725,D, H, 2007-03-02, 1,3, 76, 33.6
2398726,D, H, 2007-03-11, 1,10,,
2398726,D, H, 2007-03-11, 1,4, 102, 23.6
2398726,D, H, 2007-03-11, 1,1, 11, 27.7
2398726,D, H, 2007-03-11, 1,5, 152, 22.7
2398726,D, H, 2007-03-11, 1,6, 187, 28.1
2398726,D, H, 2007-03-11, 1,7, 215, 23.6
2398726,D, H, 2007-03-11, 1,8, 256, 17.7
2398726,D, H, 2007-03-11, 1,9, 285, 8.6 
2398726,D, H, 2007-03-11, 1,2, 40, 21.3
2398726,D, H, 2007-03-11, 1,3, 67, 24.5
2398769,D, H, 2007-03-10, 1,10,,
2398769,D, H, 2007-03-10, 1,4, 103, 27.2
2398769,D, H, 2007-03-10, 1,1, 12, 20
2398769,D, H, 2007-03-10, 1,5, 153, 30.9
2398769,D, H, 2007-03-10, 1,6, 188, 31.8
2398769,D, H, 2007-03-10, 1,7, 216, 25.4
2398769,D, H, 2007-03-10, 1,8, 257, 26.3
2398769,D, H, 2007-03-10, 1,9, 286, 25.9 
2398769,D, H, 2007-03-10, 1,2, 41, 21.3
2398769,D, H, 2007-03-10, 1,3, 68, 26.3
2398774,D, H, 2007-03-05, 1,10,,
2398774,D, H, 2007-03-05, 1,4, 108, 29.1
2398774,D, H, 2007-03-05, 1,5, 158, 23.6
2398774,D, H, 2007-03-05, 1,1, 17, 28.6
2398774,D, H, 2007-03-05, 1,6, 193, 27.2
2398774,D, H, 2007-03-05, 1,7, 221, 21.8
2398774,D, H, 2007-03-05, 1,8, 262, 24.5
2398774,D, H, 2007-03-05, 1,9, 291, 22.7 
2398774,D, H, 2007-03-05, 1,2, 46, 18.6
2398774,D, H, 2007-03-05, 1,3, 73, 31.8
2398785,D, H, 2007-02-28, 1,10,,
2398785,D, H, 2007-02-28, 1,4, 113, 40
2398785,D, H, 2007-02-28, 1,5, 163, 33.6
2398785,D, H, 2007-02-28, 1,6, 198, 29.1
2398785,D, H, 2007-02-28, 1,1, 22, 23.6
2398785,D, H, 2007-02-28, 1,7, 226, 25.4
2398785,D, H, 2007-02-28, 1,8, 267, 28.1
2398785,D, H, 2007-02-28, 1,9, 296, 20.9 
2398785,D, H, 2007-02-28, 1,2, 51, 24.5
2398785,D, H, 2007-02-28, 1,3, 78, 38.6
2398819,D, H, 2007-03-03, 1,10,,
2398819,D, H, 2007-03-03, 1,4, 110, 45.4
2398819,D, H, 2007-03-03, 1,5, 160, 36.3
2398819,D, H, 2007-03-03, 1,1, 19, 4.1
2398819,D, H, 2007-03-03, 1,6, 195, 33.6
2398819,D, H, 2007-03-03, 1,7, 223, 25.4
2398819,D, H, 2007-03-03, 1,8, 264, 31.8
2398819,D, H, 2007-03-03, 1,9, 293, 31.3 
2398819,D, H, 2007-03-03, 1,2, 48, 28.1
2398819,D, H, 2007-03-03, 1,3, 75, 31.8
2398821,D, H, 2007-03-12, 1,10,,
2398821,D, H, 2007-03-12, 1,1, 10, 24.5
2398821,D, H, 2007-03-12, 1,4, 101, 30.9
2398821,D, H, 2007-03-12, 1,5, 151, 26.3
2398821,D, H, 2007-03-12, 1,6, 186, 19.5
2398821,D, H, 2007-03-12, 1,7, 214, 24.5
2398821,D, H, 2007-03-12, 1,8, 255, 23.2
2398821,D, H, 2007-03-12, 1,9, 284, 24.1 
2398821,D, H, 2007-03-12, 1,2, 39, 26.3
2398821,D, H, 2007-03-12, 1,3, 66, 21.3
2398837,D, H, 2007-03-05, 1,10,,
2398837,D, H, 2007-03-05, 1,4, 108, 34.5
2398837,D, H, 2007-03-05, 1,5, 158, 35.4
2398837,D, H, 2007-03-05, 1,1, 17, 28.6
2398837,D, H, 2007-03-05, 1,6, 193, 34
2398837,D, H, 2007-03-05, 1,7, 221, 36.3
2398837,D, H, 2007-03-05, 1,8, 262, 49.5
2398837,D, H, 2007-03-05, 1,9, 291, 33.1 
2398837,D, H, 2007-03-05, 1,2, 46, 28.1
2398837,D, H, 2007-03-05, 1,3, 73, 33.6
2398852,D, H, 2007-03-03, 1,10,,
2398852,D, H, 2007-03-03, 1,4, 110, 40
2398852,D, H, 2007-03-03, 1,5, 160, 38.1
2398852,D, H, 2007-03-03, 1,1, 19, 34
2398852,D, H, 2007-03-03, 1,6, 195, 35
2398852,D, H, 2007-03-03, 1,7, 223, 34.5
